post,tags
question on iphone development custom ui  so on the app store  what i m seeing a lot is a custom ui that still looks like the native apple ones  but is some how  spruced up  in look.  how exactly would i create something like that  as in say a button that is a hexagon or something instead of a rounded rectangle     thanks      vectorware,iphone
access parent scope value in directive ng-switch attribute  why doesn t this work    <pre><code>{{shout.user.id}} : {{$parent.me.id}} &lt;!-- gives: 1 : 1 --&gt;  &lt;div ng-switch on= shout.user.id &gt;       {{shout.user.id}} : {{$parent.me.id}} &lt;!-- gives: 1 : 1 --&gt;       &lt;a class= btn btn-mini btn-danger pull-right           ng-click= remove($index)           ng-switch-when= $parent.me.id  &lt;!-- this doesn t work!  --&gt;       &gt;&lt;i class= icon-remove &gt;&lt;/i&gt;&lt;/a&gt;  &lt;/div&gt; </code></pre>   i have spaced and commented the code so it s easier to understand.    i ve tried to wrap the shout.user.id and/or the $parent.me.id into curly brackets  but it didn t solve my problem.    if i hardcode the two values to 1 and 1  the ng-switch works  and the button is displayed.    $parent  in this case  is the $rootscope.,angularjs
blank if row doesnt exist  i have the following code.  on some occasions there will be no t1.lineno = 2 so i want val2 to just be null or blank.  but i cant get it to work   <pre><code>select     motran_hajobfile.jobnumber      motran_haextrachg.description motran_haextrachg.value       ***(select t1.value from motran_haextrachg t1 where motran_haextrachg.jobuniquekey = t1.jobuniquekey and t1.lineno = 2)  as  val2***  from     motran_hajobfile     left outer join     motran_haextrachg     on motran_haextrachg.jobuniquekey = motran_hajobfile.uniquekey where     motran_hajobfile.jobnumber =  235416  </code></pre>   edited   <pre><code>job              line        description                     value 235416             1          sunday collection               325 235416             2         rush charge                     82      </code></pre>   this is the table but my code makes it like this       <pre><code>job        description               value     description2     value 2 235416    sunday collection           325      rush charge     82   </code></pre>   the line 2 will not always exist which is my problem i just want it to then leave description 2 and value 2 blank,sql
explanation of memory allocation for array of pointers to fixed size arrays  i have a program that i ve written that requires me to declare an array as such   <pre><code>float (*array)[3] = new float[faces * 3][3]; </code></pre>   now i understand the syntax and all  this is an array of pointers to fixed size arrays. what i don t understand is the underlying organization behind this. since there was only one memory allocation (for the array of pointers) how does the memory for the fixed size arrays get allocated     along the same thread  since there was only one allocation there should be one deletion  meaning the array is deleted by   <pre><code>delete[] array; </code></pre>   but i m confused as to how this gets all of the memory  given that it seems only the array of pointers has been deleted  as opposed to the memory they pointed to.,c++
jquery works  then it doesn t anymore  i have a function in my main to load a dialog box:   <pre><code>&lt;a href= #  class= insert  onclick= return opendialog( addedituser.aspx  350); &gt;add new&lt;/a&gt; </code></pre>   this works because all the jquery script are loaded at the start of the main and i have defined the opendialog function.    but inside  addedituser.aspx   the page that is opened  there is this code to close the dialog box at the end:   <pre><code>string script = @ jquery( #dialog ).html(  );jquery( #dialog ).dialog( destroy );window.location.reload() ; scriptmanager.registerclientscriptblock(this  typeof(updatepanel)   jscript   script  true); </code></pre>   and when i run the program  i always get the error  runtime-error microsoft jscript: object expected  at this last jquery code sequence.    i googled the error and it says you get this because jquery isn t loaded but it is because the dialog box opened. what is the cause of this error,jquery
asking for user input  and then ignoring it  i want to ask the user for input  and then just ignore than input. i don t care what the user puts  i just care that the user types something in (actually i don t really care if they do that  but i want to make them <em>think</em> that they have to type something in).    i get that i can do something like this:   <pre><code>std::cout &lt;&lt;  type something:  ; {    int i;    std::cin &gt;&gt; i; } std::cout &lt;&lt;  you typed something. ; </code></pre>   but i was wondering if there was some easy  <em>clean</em> one-line alternative.,c++
how to perform addition of a group of data to another in the same table and column   <img src= https://i.stack.imgur.com/6j9t9.jpg  alt= desired result >    i would like to add all products from location2 to location1 and deleting all location2 records(optional). how do i do it without creating another table     current sql statement:   <pre><code>update table1     set quantity = (convert(int quantity) +                     convert(int  (select quantity from table1 where location =  loc2 )) )     where location =  loc1 ; </code></pre>   but this works only if there is 1 product. how do i modify the code to allow all my products to be updated  thank you.    p.s. below is the screenshot of the desired before and after result  incase my attached screenshot cannot be shown.    <img src= https://i.stack.imgur.com/6j9t9.jpg  alt= http://prntscr.com/h6i8g4 >,sql
how do i make a svg icon and a select input box vertically align in a div   here is the code:    <a href= http://jsfiddle.net/jj9glxta/1/  rel= nofollow >http://jsfiddle.net/jj9glxta/1/</a>   <pre><code>#wrapper {   vertical-align:middle;   display:inline-table; } #wrapper select {   margin-left:5px; } </code></pre>   i d like to make the svg icon and select box vertically aligned.    btw the svg icon and the select input may be in other sizes  so i need some css to make it applicable to different designs.    thanks,css
"my web have lag when load data from server  i tell you my problem.    i m working with angularjs  and routes (ngroute). so  when i open a view  this it have a delay  because load data from my server on controller.    i do it with $http.    code:    <div class= snippet  data-lang= js  data-hide= false > <div class= snippet-code > <pre class= snippet-code-js lang-js prettyprint-override ><code>$http.post( controllers/communectrl.php  { option  :  getallcommunes })   .success(function(results){     $scope.comunas = results;   });</code></pre> </div> </div>     this it returns me 350 data rows",angularjs
stm32f4 binary operation stucks in while(1) <pre><code>    while (1)     {         hal_i2c_mem_read(&amp;i2chandle  (uint16_t)i2c_address  _datax0  i2c_memadd_size_8bit  &amp;data[0]  6  10000);           temp = ((uint16_t)data[0]) &lt;&lt; 8;          bsp_led_on(led3);               hal_delay(50);         bsp_led_off(led3);               hal_delay(50);     } </code></pre>   the data assignment to  temp  stucks the while cycle with no errors thrown. do you have any idea what is causing this  thank you.,c
alert  is not defined when running www.jshint.com  i fixed this by simply adding <code>var alert;</code>  however  is this what i should be doing to get the pesky error message to go away   here is the fix.  here is the fail on <a href= http://www.jshint.com/reports/71017  rel= noreferrer >www.jshint.com</a>.    i m trying to learn from the error it throws..not necessarily make them go away.   <pre><code>(function () {   use strict ;  var alert;  //  added this in to fix  function initialize_page()   {   alert ( hi );   }  addeventlistener( load   initialize_page);  })(); </code></pre>,javascript
form submit is not working when i click button  why isn t my form working and why are there no errors showing  when i click the submit button nothing happens  here is my code:   <pre><code>&lt; php $list_of_product=$p-&gt;loadsearchproduct($searchkey);  foreach ($list_of_product as $product) {    echo  &lt;tr&gt;     . &lt;form id = myform  action =  insertorders.php  method =  post &gt;     . &lt;td&gt; .$product-&gt;prodname. &lt;/td&gt;     . &lt;td&gt; .$product-&gt;price. &lt;/td&gt;     . &lt;td&gt; .$product-&gt;total.   . piece(s) . &lt;/td&gt;     . &lt;td&gt; .$product-&gt;remaining_stock.   . piece(s) . &lt;/td&gt;     . &lt;td&gt; .$product-&gt;sold_stock. &lt;/td&gt;     . &lt;td&gt; . &lt;input class= form-control  name= qty  type= text  required/&gt; . &lt;/td&gt;        . &lt;td&gt; . &lt;button type= submit  id= sub  class= btn btn-primary &gt; . &lt;b&gt;add to list&lt;/b&gt; . &lt;/button&gt; . &lt;/td&gt;     . &lt;/form&gt;     . &lt;/tr&gt; ; }  &gt; </code></pre>,php
why array cannot add prototype with literals  <pre><code>var a=[1 2 3 4]  function demo(){}  array.prototype={   foo:function(){     alert(1)   } }//a.foo is not a function  array.prototype.foo=function(){   alert(1) }//alert(1)  a.foo()  demo.prototype={   foo:function(){     alert(1)   } }  var b=new demo() b.foo()//alert(1) </code></pre>   why can t <code>array</code> add prototype with literals  also  why does it work when i use a constructor     here is an example: <a href= https://jsbin.com/zowalu/edit js console  rel= nofollow >https://jsbin.com/zowalu/edit js console</a>,javascript
ios programmed browser call takes too long to run  calling the safari browser in code:   <pre><code>nsurl *url = [nsurl urlwithstring:@ 173.194.34.133 ]; [[uiapplication sharedapplication] openurl:url]; </code></pre>   when the app runs it takes anywhere between 3 and 4 seconds before the browser is displayed  its not the location either as i have run this on a local site to see if it was any quicker.    does anyone have any ideas how to speed this up     cheers,ios
cannot be loaded in the 4.0 runtime without additional configuration information  i m getting this exception.. what could be the reason    <pre><code>- 1/xx/2014 9:56:00 am: 11253-error creating configuration.  could not load configuration  mixed mode assembly is built against version  v1.1.4322  of the runtime and cannot be loaded in the 4.0 runtime without additional configuration information.  mixed mode assembly is built against version  v1.1.4322  of the runtime and cannot be loaded in the 4.0 runtime without additional configuration information.   application: xxxxxxxxx_xxxx.exe  framework version: v4.0.30319  description: the process was terminated due to an unhandled exception.  exception info: system.nullreferenceexception  stack:  </code></pre>,.net
opening message inbox programatically in iphone  can i open (sms) message inbox and perform actions on it(like reading deleting etc) programatically in iphone,iphone
using uitableview without a controller - getting unrecognized selector error  i m not sure if i m going about this right. all the tutorials i ve seen suggest that nearly all the controls  which are views  are handled by their own viewcontroller. but the apple docs clearly state that it should be one viewcontroller per screen  and i have more than one thing going on per screen. if i m supposed to have multiple viewcontrollers per screen  how do i hook that up in ib     i ve put a uitableview onto my main view  and then i created a custom class to handle it. i implemented the uitableviewdatasource and uitableviewdelegate protocols necessary  and then i added it as an object into my xib file. i hooked up the table to that object  and i made sure to set the class of the object to the one i created.    the problem is  simply having a <code>willselectrowatindexpath</code> method defined in my custom class causes the app to crash when i click a table row  with an  unrecognized selector  error. i ve gone through dozens of forums and such looking for the answer  but they re all about making sure the class is set right (mine is) or something about leaking memory (for people who didn t use ib to create it.) so i m totally at a loss now for why this is happening. is it because my custom class isn t a subclass of uiviewcontroller     edit: i fixed the actual issue by moving the code into my main uiviewcontroller  and setting the table s datasource and delegate to that (the file s owner) and it works. but i m still very confused on why it refused to work before. all the links and properties seem to have been set up just fine.,iphone
static initializer not invoked for a derived class  the following java code does not invoke the static initializer of class <code>b</code>. why     code:   <pre><code>class a  {     static      {         system.out.println( a static init );     }      public static void f()      {         system.out.println( f() called );     } }  class b extends a  {     static      {         system.out.println( b static init );     } }  public class app {     public static void main( string[] args)     {         b.f(); //invokestatic  #16                 // method com/db/test/b.f:()v     } } </code></pre>   program output:   <pre><code>a static init f() called </code></pre>   tested on jdk 1.8.0_25,java
rails geocoder - still learning  i m sure it s a simply issue due to me not fully understanding how bits fit together in rails...    i ve followed the <a href= http://railscasts.com/episodes/273-geocoder  rel= noreferrer >rails cast</a> but i m having trouble implementing it into my app (i ve had it working stand-alone).    the error i get is    <blockquote>    undefined method `nearbys   </blockquote>   here s what i ve got: user.rb     <pre><code>  geocoded_by :full_address      after_validation :geocode    def full_address     [address1  address2  address3  city  country  postcode].compact.join(    )      end </code></pre>   users_controller.rb   <pre><code>def index     @title =  all users       if params[:search].present        @users = user.near(params[:search]  50  :order =&gt; :distance)     else       @users = user.all     end end </code></pre>   index.html.erb   <pre><code>&lt;h3&gt;nearby locations&lt;/h3&gt; &lt;ul&gt; &lt;% for user in @users.nearbys(10) %&gt;   &lt;li&gt;&lt;%= link_to user.address1  user %&gt; (&lt;%= user.distance.round(2) %&gt; miles)&lt;/li&gt; &lt;% end %&gt; &lt;/ul&gt; </code></pre>   _sidebar.html.erb   <pre><code>            &lt;%= form_tag users_path  :method =&gt; :get do %&gt;                 &lt;p&gt;                 &lt;%= text_field_tag :search  params[:search] %&gt;                 &lt;%= submit_tag  search near   :name =&gt; nil %&gt;                 &lt;/p&gt;             &lt;% end %&gt; </code></pre>   thanks    if i comment out the .nearbys    <pre><code>&lt;% for user in @users#.nearbys(10) %&gt;   &lt;li&gt;&lt;%= link_to user.latitude  user %&gt; (&lt;%= user.distance.round(2) %&gt; miles)&lt;/li&gt; &lt;% end %&gt; </code></pre>   the search works. could this be a problem with the install of geocoder,ruby-on-rails
c++ weird istringstream behaviour  i apologise for being a c++ novice. i am trying to learn by translating some code from java.    in this code  the strings that are read in represent letter frequencies in % in a language.    the test string we are dealing with is <code>a10b10c10d10e10f50</code>  as the test code shows.    in the loop below  the first 3 values (0.1  0 1  0.1) are correctly read in  as are the 5th and 6th (0.1 and 0.5)  but for some reason the 4th value for letter  d   when <code>i</code> is 9  is read in as <code>1000000000.0000000</code>  according to the debugger in visual studio. any ideas why    <pre><code>#include &lt;iostream&gt; #include &lt;vector&gt; #include &lt;sstream&gt; #include &lt;string&gt; #include &lt;cmath&gt;  using namespace std;  class symbolfrequency { public:     double language(vector &lt;string&gt; frequencies  vector &lt;string&gt; text) {          for (unsigned int fset = 0; fset &lt; frequencies.size(); fset++) {             double expected[26];             fill(expected  expected + 26  0.0);             for(unsigned int i = 0; i &lt; frequencies[fset].length(); i += 3) {                 char letter = frequencies[fset][i];                 istringstream is(frequencies[fset].substr(i + 1  i + 3));                 double freq;                 is &gt;&gt; freq; freq /= 100;                 expected[letter -  a ] = freq;             } ... </code></pre>   test code:   <pre><code>int main() {     symbolfrequency s;     const char *fargs[] = { a10b10c10d10e10f50 };     vector&lt;string&gt; f(fargs  fargs + 1);     vector&lt;string&gt; t;     t.push_back( abcde g );     double d = s.language(f t);     cout &lt;&lt; (d) &lt;&lt; endl;     cin.get();     return 0; } </code></pre>,c++
errata on  learn objective-c on the mac  book or bad memory understanding   in the book  learn objective-c on the mac  you can find the following code which i think is an errata:   <hr>    here s another attempt at writing setengine:   <pre><code>- (void) setengine: (engine *) newengine   {         [engine release];         engine = [newengine retain];   } </code></pre>   ... ponder this case:   <pre><code>engine *engine = [engine new]; // count: 1   car *car1 = [car new];   car *car2 = [car new];   [car1 setengine: engine]; // count: 2  [engine release]; // count 1   [car2 setengine: [car1 engine]]; //ops... </code></pre>   why is this a problem  here s what s happening. [car engine] returns a pointer to engine which has a retain count of 1. the first line of setengine is [engine release]  which makes the retain count 0  an the object gets deallocated....    <hr>   however  after reading this paragraph on page 166. i wonder what the internal engine reference in car2 has to do with engine in car1. they are two different references and by te time  [car2 setengine: [car1 engine]]  is invoke  the engine in car2 hasn t been initialized and keeps no relation to the retained engine the author talks about. so  [engine release]  won t decrease te counter to 0 of car1 engine. see my point  is it an errata or am i terrible wrong     ((i would like to discuss this particular code  not the right way of implementing a setter)),objective-c
browser does not replace special characters  when inserted into the  title  text with character codes - they are not replaced.<br/><br/> example:<br/> <strong>original text:</strong> 0001_sometext_test<br/><br/> <strong>after replacing underscores</strong>   <pre><code>0001&amp;#95;sometext&amp;#95;test </code></pre>   <br/> <a href= https://i.stack.imgur.com/zjecu.png  rel= nofollow noreferrer >displays the dom</a>    can you please tell how to fix a text display,html
focus at the first field with foreach function  i try with <code>field.first().focus();</code> but i receive this message in console :    uncaught typeerror: object #htmlinputelement has no method  first       i think i m missing a step but i don t now wath.   <pre><code>&lt;script&gt;     function richiesti() { //open function richiesti      var dati=0;     var cognome=document.clienti.cognome;     var nome=document.clienti.nome;     var codfisc=document.clienti.codfisc;      [cognome  nome  codfisc].foreach(function (field) { // open function field        if (field.value){ // open if value             dati++;             } // close if value        else { // open else value             field.classname =  bg_orange text-sx c_white b ;             field.value =  richiesto  ;             field.focus(); // i need the focus at first field         } // close else value     }); // close function field      if ( dati == 3 ){  // open if dati          var pattern = /^[a-za-z]{6}[0-9]{2}[a-za-z][0-9]{2}[a-za-z][0-9]{3}[a-za-z]$/;         var codicefiscale = document.getelementbyid( codfisc );          if (codicefiscale.value.search(pattern) == -1) { // open if codicefiscale             alert( il valore inserito non è un codice fiscale! );             codicefiscale.value =   ;             codicefiscale.focus();         } // close if codicefiscale         else { // open else codicefiscale              document.clienti.submit() ;         } // close else codicefiscale     } // close if dati       else { // open else dati         alert( cognome  nome e codice fiscale sono campi obbligatori. );       } // close else dati     } // close function richiesti  &lt;/script&gt; </code></pre>   this is the form with input fields :   <pre><code>&lt;html&gt; &lt;table class= half  &gt;    &lt;tr&gt;    &lt;td class= tdocra c_white  b &gt;cognome :&lt;/td&gt;    &lt;td&gt;&lt;input name= cognome  id= cognome  type= text  class= text-sx  value=   &gt;&lt;/td&gt;    &lt;td class= tdocra c_white  b &gt;nome :&lt;/td&gt;    &lt;td&gt;&lt;input name= nome  id= nome  type= text  class= text-sx  value=  &gt;&lt;/td&gt;    &lt;td class= tdocra c_white  b &gt;codice fiscale :&lt;/td&gt;    &lt;td&gt;&lt;input name= codfisc  id= codfisc  type= text  class= text-sx  value=   onchange= richiesti(); &gt;&lt;/td&gt;    &lt;/tr&gt; &lt;/table&gt; &lt;/html&gt; </code></pre>   review code    i add a variable and part of code like a suggestion. it work fine and now it change the class and the value only for the first field void.   <pre><code>&lt;script&gt; function richiesti() { //open function richiesti      var dati=0;     var cognome=document.clienti.cognome;     var nome=document.clienti.nome;     var codfisc=document.clienti.codfisc;      var first = true; // add variable      [cognome  nome  codfisc].foreach(function (field) { // open function field        if (field.value){ // open if value             dati++;             } // close if value        else { // open else value              if (first) { // set focus to first only                field.classname =  bg_orange text-sx c_white b ;                field.value =  richiesto  ;                field.focus();                first = false; // after the first one has focus              }        } // close else value     }); // close function field      if ( dati == 3 ){  // open if dati          var pattern = /^[a-za-z]{6}[0-9]{2}[a-za-z][0-9]{2}[a-za-z][0-9]{3}[a-za-z]$/;         var codicefiscale = document.getelementbyid( codfisc );          if (codicefiscale.value.search(pattern) == -1) { // open if codicefiscale             alert( il valore inserito non è un codice fiscale! );             codicefiscale.value =   ;             codicefiscale.focus();         } // close if codicefiscale         else { // open else codicefiscale              document.clienti.submit() ;         } // close else codicefiscale     } // close if dati       else { // open else dati         alert( cognome  nome e codice fiscale sono campi obbligatori. );       } // close else dati     } // close function richiesti &lt;/script&gt;  </code></pre>,javascript
how do i check if a specific key was released on keyboard   i want to check whether the escape key has been pressed/released in javascript.    they way i ve seen is this :   <pre><code>document.addeventlistener( keyup   function(event) {    //returns a number for key     console.log(event.keycode);    }); </code></pre>   however when i went onto mozilla it says the  .keycode  is being deprecated use  .key  instead. which i did but when i changed the code to this:   <pre><code>document.addeventlistener( keyup   function(event) {    //returns a number for key     console.log(event.key);    }); </code></pre>   it wouldn t work it said in the console  undefined . any ideas why      also is mozilla the best place to go  because as a beginner i m finding it difficult to understand. thanks,javascript
upload panel and timer refreshes page completely :(  i have an updatepanel and a timer.    i want to refresh just my updatepanel but when i put a timer inside updatepanel it doesnt work and when i put it outside my page it does.    what should i do    <pre><code>&lt;asp:updatepanel runat= server  id= updlastaouction  updatemode= conditional &gt;                 &lt;contenttemplate&gt;           مزایده شماره : &lt;asp:label runat= server  id= lbauctionid &gt;&lt;/asp:label&gt;         &lt;br/&gt;        &lt;div style= margin-bottom: 10px; &gt;         آخرین قیمت پیشنهادی :         &lt;/div&gt;             &lt;asp:label runat= server  id= lblastorderprice &gt;&lt;/asp:label&gt;          &lt;div class= lastbidder &gt;             &lt;div style= margin-bottom: 10px; &gt;             آخرین پیشنهاد دهنده             &lt;/div&gt;             &lt;asp:label runat= server  id= lblastbidder &gt;ندارد&lt;/asp:label&gt;         &lt;/div&gt;         &lt;div class= lastbidder  style= margin-top:5px;margin-bottom: 5px; &gt;             &lt;div class= font &gt;             زمان باقی مانده&lt;/div&gt;              &lt;asp:label runat= server  id= lblefttime  text= &lt;%#datetime.now.tolongtimestring() %&gt; &gt;&lt;/asp:label&gt;             &lt;br/&gt;         &lt;/div&gt;         &lt;asp:button runat= server  id= btnlastaouction  text= برای شرکت عضو شوید                           onclick= btnlastaouction_click /&gt;                     &lt;/contenttemplate&gt;             &lt;/asp:updatepanel&gt;&lt;asp:timer id= timerlastaouction  runat= server  interval= 1000                           ontick= timerlastaouction_tick  /&gt; </code></pre>,asp.net
i have a web page. i want to show blank page when user tries to see the source code of the web page. how can i do it   i have a web page. i want to show the blank page when the user tries to see the source code of the web page. how can i do it,html
dynamic matrix and dynamic values into matrix  this is my code - i init my own values (1 or 0) into a defined matrix. instead of setting always a hardcoded matrix i want the user to set values and the dimantions of the matrix  scanf( %d %d   &amp;height  &amp;width); and after building the matrix to initscan his value scanf( %d   &amp;vall);    please help me with this i never done something dynamic this way and dont know how to load dynamix matrix with dynamic values straight from the user please show me your syntax for this so i could learn.   <pre><code>printf( how many row :  ); scanf( %d   &amp;nrow);  rowptr = malloc(sizeof(int) * nrow);  printf( how many column :  ); scanf( %d   &amp;ncol); </code></pre>   thank you   <pre><code>#include &lt;stdio.h&gt; #define width 50 #define height 20  void init(int board[][width]  int rows) {     int x  y;     for (y = 0; y &lt; rows; y++)         for (x = 0; x &lt; width; x++)             board[y][x] = 0;     /* scatter some live cells: */     board[10][25] = 1;     board[10][26] = 1;     board[10][27] = 1;     board[11][25] = 1;     board[12][26] = 1; } </code></pre>,c
force image style to overwrite existing css   how can i force an image to be aligned hard to the left  regardless of what css applies to the container it is placed in,css
mysql 5.7.12 installer error; cannot connect to the server that was setup during installation  disclaimer: i am new to mysql.    i want to get a mysql server setup on my computer for development use.    i have been going through the installer wizard  and reached the point seen below.  on a previous page  i was asked to supply a password for root  and i know that i have not mis-entered it.    this same page tells me that the server selected is running  but i do not know where to access that server.    a google search of this issue  does not seem to give any results.    any help is much appreciated.    <a href= https://i.stack.imgur.com/suknr.png  rel= nofollow noreferrer ><img src= https://i.stack.imgur.com/suknr.png  alt= enter image description here ></a>,mysql
how to look into ms assemblies  i would like to look into some microsoft assemblies like  microsoft.visualbasic.dll  or  system.core.dll  but dont know how to do it and if it is even possible.     i installed the .net reflector extension without any help to solve my problem. could anyone help me here.,.net
how to design a  view  in mysql that will get the results i am looking for   i ve managed to create a view from some data in my mysql database  as below:   <pre><code>mysql&gt; create view phonelist as     -&gt; select parent.parentid as parentid      -&gt; parentperson.firstname as parentfirstname      -&gt; parentperson.lastname as  parentlastname      -&gt; childperson.firstname as playerfirstname      -&gt; childperson.lastname as  playerlastname      -&gt; guardianhomephone.homenumber as guardianhomephone     -&gt; from parent     -&gt; join player on (parent.parentid in (player.motherid  player.fatherid))     -&gt; join person as parentperson on (parentperson.personid = parent.parentid)     -&gt; join person as  childperson on (childperson.personid = player.playerid)     -&gt; join addressdetails as guardianhomephone on (guardianhomephone.personid = parent.parentid);  query ok  0 rows affected (0.00 sec)  mysql&gt; select * from phonelist;  +----------+-----------------+----------------+-----------------+----------------+-------------------+ | parentid | parentfirstname | parentlastname | playerfirstname | playerlastname | guardianhomephone | +----------+-----------------+----------------+-----------------+----------------+-------------------+ |        8 | gregory         | peck           | michael         | peck           | 034871234         | |        9 | laura           | peck           | michael         | peck           | 034871234         | |       10 | martha          | petersen       | matt            | petersen       | 034724321         | |       10 | martha          | petersen       | christopher     | petersen       | 034724321         | |       11 | chris           | michaels       | richard         | michaels       | 034791212         | |       11 | chris           | michaels       | shaun           | michaels       | 034791212         | |       12 | nadine          | michaels       | richard         | michaels       | 034791212         | |       12 | nadine          | michaels       | shaun           | michaels       | 034791212         | |       13 | barry           | dackers        | harry           | dackers        | 034871996         | |       14 | kevin           | mitchell       | daniel          | mitchell       | 034742886         | |       15 | rebecca         | mitchell       | daniel          | mitchell       | 034742886         | +----------+-----------------+----------------+-----------------+----------------+-------------------+ 11 rows in set (0.00 sec)  mysql&gt; </code></pre>   creating this view was a challenge  but the description below is what i am having trouble navigating around:    i also need to add the team each player is in with this view. because getting the team s name to match up requires joining 4 tables together  i am having trouble merging things together. i managed to create a separate query that matches players to teams below:   <pre><code>mysql&gt; select person.firstname  person.lastname  team.teamname     -&gt; from person join player on person.personid = player.playerid     -&gt; join teamallocation on person.personid = teamallocation.playerid     -&gt; join team on teamallocation.teamid = team.teamid;  +-------------+----------+------------+ | firstname   | lastname | teamname   | +-------------+----------+------------+ | michael     | peck     | u10 red    | | christopher | petersen | u10 red    | | richard     | michaels | u11 orange | | shaun       | michaels | u9 yellow  | | matt        | petersen | u11 orange | | harry       | dackers  | u9 yellow  | | daniel      | mitchell | u9 yellow  | +-------------+----------+------------+ 7 rows in set (0.00 sec)  mysql&gt; </code></pre>   the outcome i am visualizing in my head is something like this:   <pre><code>+----------+-----------------+----------------+-----------------+----------------+----------------+-------------------+ | parentid | parentfirstname | parentlastname | playerfirstname | teamname       | playerlastname | guardianhomephone | +----------+-----------------+----------------+-----------------+----------------+----------------+-------------------+ |        8 | gregory         | peck           | michael         | u10 red        | peck           | 034871234         | |        9 | laura           | peck           | michael         | u10 red        | peck           | 034871234         | |       10 | martha          | petersen       | matt            | u11 orange     | petersen       | 034724321         | |       10 | martha          | petersen       | christopher     | u10 red        | petersen       | 034724321         | |       11 | chris           | michaels       | richard         | u11 orange     | michaels       | 034791212         | |       11 | chris           | michaels       | shaun           | u9 yellow      | michaels       | 034791212         | |       12 | nadine          | michaels       | richard         | u11 orange     | michaels       | 034791212         | |       12 | nadine          | michaels       | shaun           | u9 yellow      | michaels       | 034791212         | |       13 | barry           | dackers        | harry           | u9 yellow      | dackers        | 034871996         | |       14 | kevin           | mitchell       | daniel          | u9 yellow      | mitchell       | 034742886         | |       15 | rebecca         | mitchell       | daniel          | u9 yellow      | mitchell       | 034742886         | +----------+-----------------+----------------+-----------------+----------------+----------------+-------------------+ </code></pre>   if anyone can help me on this i would be very grateful. for those of you that want to test queries with the data i have put the schema (ddl) and data (dml)scripts (into one  paste ) at <a href= http://pastebin.com/s4ijyjuh >http://pastebin.com/s4ijyjuh</a>.    also  if anyone thinks there is a better way i can do the view  let me know.,mysql
function with foreach returns undefined even with return statement  i m just making a function for checking a value of something in my object array  but for some reason it keeps returning <code>undefined</code>. why is that     demo: <a href= http://jsfiddle.net/cnywz/1/  rel= nofollow >http://jsfiddle.net/cnywz/1/</a>   <pre><code>var data = [{      key :  1111-1111-1111            email :  test@test.com  }  {      key :  2222-2222-2222            email :  test@boo.com  }];   function getbykey(key) {         data.foreach(function (i  val) {         if (data[val].key === key) {             return data[val].key;         } else {             return  couldn t find ;         }     }); }  var asd = getbykey( 1111-1111-1111 ); console.log(asd); </code></pre>,javascript
how to places two divs in one row: one fixed  other is stretched  i need two div boxes: one at left side with fixed width  and other on the right side of first and it should stretch to right side. how to do this    <pre><code>/-- 30px --//------ * -------/ |          |                 | |          |                 | </code></pre>,html
mysql partitioning based on time reference  i m looking to partition a log table that uses bigint to store a unix time stamp instead of datetime  and i want mysql to only keep the most recent 30 days worth of logs in a given partition. i know i can partition initially based on existing data  but how do i get mysql to persistently only keep the most recent 30 days worth of records in the log     the logic for partitioning doesn t seem to support the idea. am i left to create a schedule that repartitions the data every week,mysql
sql join two cells without criteria  in ssms  when i run    <pre><code>      select 1 as a  2 as b </code></pre>   i get a table with one row and two cells.    when i run    <pre><code>select avg(column1) from table1 where company like  %3m% and column2!=0 </code></pre>   i get a number x     and when i run    <pre><code>select avg(column3) from table1 where company like  %3m% and column4!=0 </code></pre>   i get another number y.    i wonder how can use a single query to put x and y together in a one row table     thanks for any advice!,sql
iphone screen dimensions considerations  sorry  i feel this will be pretty basic answer.    as i understand it the iphone screen is 320 x 480 points.    the status bar is 20 points high.    does this not mean that your working space should be 460 points high     it s just that when i drag out an imageview  even with the status bar visible  the panel on the right says it is 480 points high.    also  how best to allow for extra bars at the top  (such as personal hotspot connected)  i believe they push the screen down  should all images be set to aspect fit or something,ios
library to convert python string to valid html id   i am generating html id attributes from python strings.  is there a library that can convert a string to a valid id   per <a href= https://developer.mozilla.org/en-us/docs/web/html/global_attributes/id  rel= nofollow >https://developer.mozilla.org/en-us/docs/web/html/global_attributes/id</a>  the id attribute can t have whitespaces and for compatibility should only have a few non-alphanumeric characters.    if it makes a difference  i am using the jinja2 template engine.    <strong>update for clarification</strong>: i realize i can write my own code  but i was looking for something that already in use  and most importantly  correct.,python
